user_id,movie_id,rating
20,4728,4
20,4886,4
20,4896,4
20,4973,5
20,4979,4
20,4993,3.5
20,5481,3
20,5618,4.5
20,5816,4
20,5902,3.5
20,5971,4
20,6283,4
20,6440,4
20,8368,4
20,8464,4
20,26491,4
20,30793,3.5
20,40815,3
20,46578,4
20,46976,4
20,48385,3.5
21,1645,5
21,2006,4
21,2087,5
21,2687,5
21,4643,4.5
21,31696,4.5
21,33166,3.5
22,110,5
22,163,4
22,172,0.5
22,260,4
22,342,3
22,457,3.5
22,466,1
22,543,4
22,552,2.5
22,1380,1
22,1396,4
22,1485,3
22,1610,5
22,2054,2.5
22,2268,4.5
22,2502,0.5
22,2640,2
22,2657,1.5
22,2890,3
22,3114,1.5
22,4993,4.5
23,527,4
23,1956,4
23,2028,4
23,2116,3
23,2993,3
23,4993,4
24,2,3
24,6,4
24,16,3
24,17,3
24,21,4
24,25,3
24,26,3
24,58,5
24,62,2
24,73,3
24,86,4
24,101,5
24,104,3
24,110,5
24,111,5
24,112,4
24,147,4
24,162,4
24,164,3
24,175,4
24,176,3
24,194,4
24,198,2
24,232,3
24,233,3
24,235,3
24,246,4
24,260,5
24,261,3
24,265,4
24,266,4
24,293,4
24,296,5
24,299,4
24,300,4
24,307,4
24,317,3
24,318,5
24,319,4
24,322,4
24,337,4
24,349,4
24,377,4
24,383,2
24,388,3
24,428,4
24,431,3
24,440,2
24,441,5
24,454,3
24,457,4
24,471,3
24,480,4
24,481,4
24,482,4
24,497,3
24,507,5
24,508,3
24,524,2
24,527,5
24,541,4
24,550,2
24,553,4
24,562,4
24,574,4
24,587,3
24,588,4
24,590,3
24,592,4
24,593,5
24,595,4
24,597,3
24,608,5
24,648,3
24,714,5
24,778,5
24,781,4
24,788,4
24,832,3
24,838,3
24,858,5
24,924,5
24,986,3
24,994,4
24,1073,3
24,1088,2
24,1089,5
24,1090,5
24,1091,4
24,1125,4
24,1127,3
24,1213,5
24,1245,4
24,1246,4
24,1247,5
24,1249,4
24,1257,5
24,1259,5
24,1265,4
24,1266,4
24,1268,4
24,1271,3
24,1272,4
24,1358,3
24,1370,4
24,1373,3
24,1375,3
24,1376,4
24,1378,4
24,1381,1
24,1387,4
24,1389,3
24,1393,3
24,1394,5
24,1408,3
24,1441,3
24,1488,2
24,1542,4
24,1580,3
24,1587,3
24,1594,4
24,1600,4
24,1610,4
24,1611,4
24,1619,2
24,1649,5
24,1653,4
24,1673,3
24,1721,3
24,1729,4
24,1735,4
24,1777,2
24,1810,4
24,1836,4
24,1840,3
24,1848,3
24,1873,3
24,1894,2
24,1895,2
24,1912,4
24,1914,4
24,1921,5
24,1923,4
24,1947,3
24,1954,4
24,1956,3
24,1958,3
24,1959,3
24,1961,5
24,1963,4
24,1968,4
24,1969,2
24,1970,2
24,1976,2
24,1977,2
24,1978,2
24,1979,2
24,1984,2
24,1985,2
24,1986,2
24,1989,2
24,1994,3
24,1995,2
24,1996,2
24,2000,4
24,2001,3
24,2003,4
24,2005,4
24,2006,3
24,2011,4
24,2012,3
24,2021,4
24,2028,5
24,2054,3
24,2058,4
24,2064,5
24,2072,3
24,2100,3
24,2105,3
24,2108,3
24,2109,4
24,2115,4
24,2122,2
24,2144,4
24,2151,3
24,2161,3
24,2162,2
24,2166,3
24,2193,4
24,2253,3
24,2259,3
24,2261,4
24,2268,4
24,2282,4
24,2289,4
24,2291,4
24,2294,3
24,2295,4
24,2302,3
24,2320,3
24,2321,4
24,2324,5
24,2331,3
24,2333,3
24,2348,5
24,2355,3
24,2371,5
24,2383,2
24,2395,5
24,2457,4
24,2460,2
24,2469,2
24,2470,4
24,2517,3
24,2539,2
24,2640,4
24,2642,3
24,2657,4
24,2671,3
24,2687,4
24,2692,4
24,2701,2
24,2734,4
24,2749,4
24,2754,2
24,2758,2
24,2762,4
24,2770,3
24,2771,2
24,2791,4
24,2890,3
24,2891,3
24,2926,2
24,2928,4
24,2959,4
24,2966,4
24,2976,4
24,2989,4
24,2990,3
24,3014,4
24,3019,5
24,3033,4
24,3040,4
24,3041,3
24,3052,4
24,3060,4
24,3072,3
24,3074,4
24,3081,2
24,3087,2
24,3101,4
24,3102,3
24,3114,4
24,3160,4
24,3168,5
24,3175,3
24,3177,3
24,3178,3
24,3210,5
24,3396,4
24,3418,4
24,3423,4
24,3476,2
24,3478,3
24,3479,4
24,3484,2
24,3489,3
24,3512,3
24,3526,3
24,3527,4
24,3543,3
24,3556,3
24,3578,4
24,3591,3
24,3593,1
24,3635,3
24,3682,4
24,3683,5
24,3698,4
24,3699,3
24,3941,2
24,3962,2
24,4031,3
24,4034,5
24,4104,2
24,4111,4
25,2,3
25,19,2
25,21,4
25,95,3
25,150,3
25,153,4
25,160,3
25,161,3
25,225,3
25,231,3
25,292,3
25,296,4
25,317,3
25,318,5
25,339,3
25,344,3
25,457,3
25,480,3
25,539,3
25,553,3
25,586,3
25,587,4
25,588,4
25,590,4
25,592,3
25,593,4
25,597,4
26,1923,4
26,1977,4
27,69,3
27,111,4.5
27,175,2.5
27,260,5
27,318,4
27,457,4
27,541,4.5
27,588,1.5
27,590,3.5
27,593,4.5
27,608,4.5
27,858,5
27,912,5
27,919,4.5
27,1089,3
27,1103,5
27,1213,4
27,1259,4
27,1267,4
27,1441,2.5
27,1653,3
27,1834,3.5
27,1968,3.5
27,1997,4.5
27,2115,3.5
27,2139,4
27,2291,3
27,2502,4
27,2528,3.5
27,2640,4
27,2762,3
27,2791,5
27,2959,0.5
27,3052,1
27,3060,3.5
27,3087,3
27,3088,5
27,5353,4.5
27,8464,4
27,8874,3.5
27,48385,3.5
28,260,4.5
28,318,4.5
28,527,4.5
28,858,4.5
28,2959,4
28,4226,4
28,8866,3
28,35957,3
28,37727,3
28,43930,2.5
28,49347,3
29,17,4
29,110,3
29,236,1
29,296,3
29,342,2
29,454,4
29,506,5
29,527,4
29,778,4
29,899,5
29,914,4
29,934,2
29,1051,2
29,1247,5
29,1265,4
29,1267,5
29,1688,3
29,1944,4
29,2071,4
29,2134,2
29,2331,5
29,2371,1
29,3007,4
29,3072,4
29,3210,3
29,3479,4
29,5646,5
30,24,3
30,110,5
30,111,3
30,235,4
30,260,5
30,296,4
30,318,5
30,379,4
30,405,5
30,480,5
30,497,3
30,527,5
30,541,4
30,593,5
30,608,4
30,707,3
30,780,4
30,788,4
30,848,5
30,858,5
30,923,5
30,1093,3
30,1250,5
30,1265,4
30,1284,4
30,1387,4
30,1573,3
30,1580,4
30,1659,5
30,1676,3
30,1721,5
30,1831,3
30,1914,4
30,1917,5
30,2028,5
30,2094,3
30,2266,3
30,2333,3
30,2355,3
30,2502,3
30,2539,4
30,2567,4
30,2605,4
30,2690,3
30,2762,5
30,2959,4
30,3062,4
30,3114,5
30,3578,5
31,1358,4.5
31,1377,4.5
31,2006,4.5
31,2018,5
31,2087,4.5
31,2294,3
32,260,5
32,527,2.5
32,586,5
32,597,1.5
32,1682,3
32,2011,5
32,2028,4
32,3082,2.5
32,3578,4
32,4886,4
32,4993,5
32,40815,3.5
33,19,3
33,110,3
33,150,4
33,153,5
33,161,4
33,165,5
33,185,3
33,231,5
33,235,5
33,246,4
33,253,5
33,288,3
33,292,3
33,296,3
33,300,4
33,306,5
33,307,5
33,316,4
33,318,5
33,329,5
33,337,4
33,344,3
33,349,4
33,364,5
33,377,5
33,380,3
33,410,5
33,434,3
33,454,3
33,457,3
33,466,5
33,480,5
33,494,4
33,588,5
33,592,4
33,595,4
33,780,5
34,2,3
34,6,4
34,16,5
34,110,5
34,111,4.5
34,150,3.5
34,153,2.5
34,161,4
34,165,2.5
34,172,4
34,173,2.5
34,231,3
34,253,4
34,260,5
34,288,5
34,293,5
34,296,5
34,316,2
34,318,4
34,329,2.5
34,344,3.5
34,364,1.5
34,377,3
34,442,3.5
34,527,5
34,541,5
34,593,5
34,608,4
34,648,3
34,778,4
34,780,5
34,858,3
34,912,1
34,924,4.5
34,1089,5
34,1090,3.5
34,1127,4.5
34,1213,5
34,1247,3
34,1250,5
34,1262,5
34,1265,4.5
34,1266,4
34,1374,4
34,1387,5
34,1391,2.5
34,1544,5
34,1552,2
34,1580,3.5
34,1641,3
34,1676,5
34,1721,2
34,1729,5
34,1732,2
34,1954,4
34,1961,4
34,1968,1
34,1997,4
34,2000,4
34,2003,3
34,2011,4.5
34,2028,4
34,2105,4.5
34,2115,2.5
34,2288,5
34,2291,3.5
34,2455,4
34,2692,3.5
34,2728,4
34,2762,2
34,2791,5
34,2959,5
34,3052,4
34,3527,5
34,3578,5
34,3681,5
34,4011,5
34,4034,2
34,4226,5
34,4327,4.5
34,4886,1.5
34,4973,4
34,4993,4.5
34,4995,3
34,5618,3
34,5995,3
34,6016,5
34,8368,4
34,8665,5
34,8874,4.5
34,8961,3.5
34,26614,5
34,31410,5
34,40815,2.5
34,41569,1.5
34,44191,2
34,44555,5
34,45722,2.5
34,48385,3
35,342,3
35,551,5
35,910,3.5
35,1088,3
35,1089,4
35,1092,3
35,1285,4
35,1396,4.5
35,1682,4
35,1921,4
35,1947,4
35,2019,4
35,2100,3.5
35,2105,4
35,2161,4.5
35,2291,4
35,2692,4.5
35,4973,4.5
35,4979,5
35,5618,5
36,116,1
36,170,4
36,902,2
36,920,2
36,3396,3
37,150,4
37,231,2.5
37,260,3.5
37,296,4
37,316,2.5
37,318,4
37,364,3.5
37,410,3
37,457,3
37,500,2.5
37,527,4
37,541,3.5
37,587,1
37,588,2.5
37,592,4
37,593,3.5
37,597,2.5
37,778,4.5
37,780,3
37,838,3
37,858,5
37,910,4
37,911,5
37,912,4
37,914,3
37,919,4.5
37,922,4
37,955,5
37,1073,4
37,1213,5
37,1265,3
37,1272,4.5
37,1387,4
37,1391,3
37,1580,3.5
37,1644,2
37,1721,2.5
37,1907,2.5
37,1912,3.5
37,1917,1.5
37,1955,4
37,1961,4
37,1994,3.5
37,1997,4
37,2028,3.5
37,2087,3
37,2144,3
37,2160,3.5
37,2186,4
37,2324,4
37,2692,4
37,2762,3.5
37,2959,3.5
37,3072,3
37,3101,3
37,3114,4
37,3210,4
37,3418,3.5
37,3469,3
37,3536,3
37,3556,3
37,4148,2.5
37,4546,3
37,4639,1
37,4808,3
37,4886,3.5
37,4973,2.5
37,4995,4
37,5620,1
37,5881,3
37,5995,3
37,6957,2.5
37,6963,4
37,8128,4
37,39183,3
37,41569,3
38,312,3.5
38,1372,3.5
38,1373,3.5
38,2153,3.5
38,3578,4
38,4993,3.5
38,5040,3.5
39,318,1.5
40,5,4
40,14,2
40,62,4
40,95,3
40,260,4
40,608,3
40,628,4
40,648,3
40,653,3
40,708,4
40,780,5
40,784,1
40,786,3
40,802,4
40,805,5
41,293,4.5
41,296,4.5
41,364,4.5
41,587,4
41,588,5
41,594,3.5
41,595,5
41,902,4
41,1265,4
41,1544,3.5
41,1566,5
41,1580,5
41,1680,4
41,1721,4
41,1907,5
41,1923,5
41,2018,4
41,2078,3
41,2144,4
41,2294,1
41,2355,2.5
41,2687,4
41,2959,5
41,3034,4.5
41,3114,3.5
41,3578,3.5
41,4025,5
41,4886,4.5
41,4973,5
41,4993,4
41,5618,5
41,5620,4.5
41,5971,4
41,5995,4
41,7451,5
41,8643,5
41,31658,5
41,31685,5
41,40629,3
41,40815,4.5
41,41566,4.5
41,46578,5
41,47099,5
41,47122,5
41,48780,4
42,5995,4.5
42,7445,4
43,2,4
43,104,3.5
43,135,2.5
43,150,3
43,153,3.5
43,158,3.5
43,216,4
43,231,3.5
43,260,3.5
43,262,3.5
43,277,3
43,317,3
43,333,3
43,344,3.5
43,364,3.5
43,435,3
43,441,5
43,455,3
43,480,3
43,500,3
43,524,2.5
43,539,3.5
43,551,3
43,585,2.5
43,586,3.5
43,588,3.5
43,592,3
43,593,3
43,595,3
43,596,1.5
43,648,3
43,661,3.5
43,673,3
43,780,3.5
43,783,2
43,784,2.5
43,788,4
43,801,2.5
43,902,4.5
43,919,3
43,1059,4
43,1073,3.5
43,1088,5
43,1246,3
43,1278,3.5
43,1282,2.5
43,1367,3.5
43,1377,3
43,1380,4
43,1381,3
43,1391,2
43,1405,2.5
43,1485,2.5
43,1562,3.5
43,1580,3.5
43,1644,3
43,1682,3
43,1717,3
43,1721,4.5
43,1777,2
43,1911,3
43,1918,3.5
43,1947,3.5
43,1968,4
43,1997,4
43,2005,3
43,2014,2.5
43,2054,2.5
43,2078,3
43,2085,2
43,2114,4.5
43,2124,2.5
43,2125,2.5
43,2144,3.5
43,2291,3.5
43,2355,2.5
43,2428,2.5
43,2470,2
43,2501,4
43,2502,3.5
43,2657,3
43,2671,3
43,2694,4.5
43,2701,2.5
43,2798,2.5
43,2860,3
43,2959,5
43,3082,3.5
43,3175,3
43,3210,4.5
43,3489,3
43,3594,3
43,4025,3
43,4896,4
43,4979,4
43,4993,4
43,5481,2.5
43,5620,5
43,5816,3.5
43,6593,2
43,8366,3.5
43,8368,4
43,8937,4
43,8961,3
43,31685,5
43,40819,4.5
43,41569,3.5
43,42725,4
43,44004,3
43,45722,4
43,46976,1.5
43,47099,4
43,48385,2.5
43,48412,5
44,111,5
44,150,4
44,153,2
44,165,3
44,231,1
44,266,4
44,296,5
44,300,4
44,318,5
44,339,4
44,344,4
44,349,5
44,457,5
44,588,5
44,590,3
44,593,5
44,595,5
46,3,3.5
46,6,3
46,16,3.5
46,19,3.5
46,21,4
46,24,3
46,63,2.5
46,65,2
46,69,3.5
46,70,4
46,88,4.5
46,104,4
46,105,1.5
46,112,3.5
46,122,3
46,135,3.5
46,145,3.5
46,150,4.5
46,153,3.5
46,158,3
46,160,2.5
46,163,3
46,165,4
46,173,2
46,174,2
46,177,3
46,180,3.5
46,184,1
46,196,3
46,198,2.5
46,204,3
46,216,4
46,223,4.5
46,231,4
46,253,4.5
46,260,4.5
46,261,4
46,267,3
46,273,3
46,292,4
46,296,4
46,303,2
46,316,4
46,317,2.5
46,318,4
46,329,2.5
46,332,2
46,333,5
46,337,3.5
46,339,3.5
46,344,4.5
46,350,3.5
46,364,4
46,377,4
46,379,2.5
46,383,4
46,435,3
46,440,4
46,441,3.5
46,442,3
46,457,5
46,473,2.5
46,479,3
46,480,4.5
46,481,3
46,489,2
46,494,3
46,500,3.5
46,502,2
46,507,3
46,512,3
46,544,2
46,550,3
46,551,3.5
46,552,4
46,553,5
46,586,4.5
46,587,3
46,588,4
46,592,5
46,593,4
46,608,3.5
46,648,3
46,653,2.5
46,671,2.5
46,714,3
46,742,2
46,778,3
46,780,2.5
46,784,3
46,788,3
46,799,3
46,802,3.5
46,829,3
46,832,3.5
46,839,2
46,880,2.5
46,886,2
46,968,3.5
46,996,3.5
46,1049,3
46,1089,4
46,1091,1.5
46,1127,4.5
46,1259,4
46,1265,5
46,1266,5
46,1278,4
46,1358,4
46,1370,2
46,1377,3
46,1378,3
46,1379,3.5
46,1387,4
46,1391,3.5
46,1393,3.5
46,1405,3
46,1407,4
46,1429,3
46,1479,3
46,1485,4
46,1488,3
46,1499,1.5
46,1544,3.5
46,1552,3.5
46,1562,2
46,1573,3
46,1580,4.5
46,1584,4.5
46,1587,3
46,1590,4
46,1591,2
46,1597,3.5
46,1608,3.5
46,1639,3
46,1645,4
46,1655,2.5
46,1665,3
46,1676,3
46,1682,4
46,1690,3.5
46,1721,3
46,1732,3
46,1771,2
46,1777,4
46,1779,1
46,1792,3
46,1835,3
46,1837,2
46,1875,3
46,1885,3
46,1887,3
46,1909,4
46,1917,3
46,1920,2
46,1923,4
46,1954,4
46,1961,3.5
46,1968,4.5
46,1970,3
46,1994,5
46,1995,3.5
46,1997,4.5
46,1998,2
46,2003,3
46,2004,2
46,2011,3.5
46,2012,3.5
46,2028,3.5
46,2054,1.5
46,2100,3.5
46,2115,4
46,2119,3
46,2140,3
46,2141,3
46,2143,3.5
46,2148,2
46,2149,0.5
46,2153,2
46,2160,2.5
46,2161,2.5
46,2288,4.5
46,2291,4
46,2294,3
46,2297,3
46,2302,3.5
46,2313,3
46,2322,2.5
46,2334,3
46,2335,4
46,2355,3.5
46,2395,4
46,2428,3.5
46,2455,3.5
46,2470,3
46,2501,3.5
46,2502,4
46,2516,1
46,2517,3
46,2539,3
46,2617,3
46,2640,4
46,2642,3
46,2662,3.5
46,2694,4
46,2701,2.5
46,2722,4
46,2761,4
46,2762,5
46,2779,3
46,2791,3.5
46,2798,0.5
46,2805,3
46,2841,3.5
46,2860,3.5
46,2959,4
46,2965,3
46,3033,4
46,3034,4
46,3052,4.5
46,3081,4.5
46,3082,4
46,3087,4
46,3114,4
46,3117,3
46,3175,4
46,3210,3.5
46,3396,3.5
46,3397,3
46,3527,4
46,3578,4
46,3591,3.5
46,3593,1.5
46,3681,4
46,3686,3.5
46,3698,3
46,3699,3
46,3877,2
46,3981,3
46,4105,3.5
46,4226,4
46,4233,3
46,4266,2
46,4498,3.5
46,4553,3
46,4638,3.5
46,4643,3
46,4701,3
46,4734,4.5
46,4816,2.5
46,4886,4.5
46,4958,3
46,4967,3.5
46,4974,4
46,4975,3
46,4986,3
46,4993,4
46,5055,3.5
46,5060,3.5
46,5064,3.5
46,5065,3
46,5146,3
46,5460,3
46,5528,3
46,5589,3
46,5620,3
46,5691,2
46,5765,4
46,5804,3
46,5881,2.5
46,5956,3.5
46,5995,3.5
46,6058,3
46,6166,3.5
46,6187,3
46,6373,3
46,6537,2.5
46,6615,3
46,6934,2.5
46,6936,3.5
46,6950,2.5
46,7454,2.5
46,8371,3
46,8665,3.5
46,8810,4
46,8814,3
46,8827,4
46,8835,3.5
46,8836,2.5
46,8860,3.5
46,8870,4
46,8874,4
46,8937,3.5
46,8961,4.5
46,8968,3.5
46,27618,3
46,27706,3
46,30707,3
46,35957,4
46,36401,3
46,36519,3
46,37380,2.5
46,37720,3.5
46,37727,3.5
46,39400,2
46,40723,3
46,41566,3.5
46,41569,3
46,42011,3.5
46,42013,3.5
47,17,5
47,25,4
47,58,4
47,80,4
47,111,5
47,154,4
47,164,3
47,215,3
47,296,5
47,318,5
47,377,4
47,457,3.5
47,480,3
47,523,4
47,527,4.5
47,535,4
47,541,2
47,593,5
47,608,5
47,648,3
47,745,3
47,858,5
47,898,4
47,899,4
47,900,3
47,902,5
47,905,4
47,909,4
47,910,4
47,911,4
47,912,5
47,914,2
47,918,4
47,919,5
47,920,5
47,922,5
47,923,5
47,926,4
47,928,4
47,942,4
47,953,4
47,1073,4
47,1213,5
47,1244,4
47,1247,4
47,1250,4
47,1252,4
47,1265,5
47,1266,4
47,1267,5
47,1277,4
47,1284,4
47,1358,4
47,1639,4
47,1673,4
47,1721,4
47,1873,2
47,1912,4
47,1936,4
47,1938,4
47,1939,4
47,1944,3
47,1945,4
47,1946,4
47,1947,2
47,1950,5
47,1959,4
47,1961,3.5
47,2013,4
47,2019,5
47,2020,4
47,2028,4
47,2132,2
47,2186,4
47,2202,3
47,2289,3
47,2300,3
47,2357,4
47,2395,3
47,2502,3
47,2612,4
47,2648,3
47,2692,5
47,2762,4
47,2927,5
47,3061,4
47,3089,4
47,3111,4
47,3114,5
47,3176,4
47,3543,4
47,3549,3
47,3554,4
47,3578,2
47,4226,4.5
47,4857,4
47,4995,3
47,5693,4
47,5707,3
48,261,3
48,318,5
48,1381,0.5
48,2033,3
48,3565,4
48,4993,4.5
48,31658,5
49,2,4.5
49,19,3.5
49,70,4
49,104,4
49,110,4
49,111,5
49,112,4
49,145,3
49,153,4
49,160,3
49,163,4.5
49,165,4
49,168,4
49,172,4
49,173,4
49,185,4
49,196,3.5
49,223,4.5
49,231,3.5
49,235,5
49,253,5
49,260,5
49,265,1
49,288,4
49,293,5
49,296,4.5
49,316,4.5
49,317,4
49,329,3.5
49,333,5
49,338,4.5
49,344,4
49,349,3.5
49,364,4
49,377,4
49,380,4.5
49,410,3.5
49,434,3
49,442,4
49,455,1
49,466,3.5
49,480,4
49,500,3.5
49,509,4
49,527,3.5
49,541,5
49,543,4
49,551,5
49,553,4
49,587,3.5
49,588,4.5
49,590,2.5
