movie_id,title,release_date,runtime,adult_only
1405,Greed,4/12/1924,140,False
38759,The Saga of Gosta Berling,9/3/1924,183,False
47508,The Wizard of Oz,1/1/1925,81,False
8462,The Joyless Street,1/3/1925,150,False
33015,Go West,1/11/1925,69,False
38715,Cobra,2/1/1925,70,False
3060,The Big Parade,5/11/1925,151,False
964,The Phantom of the Opera,6/9/1925,101,False
44439,Lazybones,6/11/1925,80,False
32600,Seven Chances,11/3/1925,56,False
48000,Menilmontant,2/1/1926,38,False
19354,The Adventures of Prince Achmed,3/9/1926,65,False
42368,For Heaven's Sake,5/4/1926,58,False
47590,MOVIE47590,1/1/1927,86,False
49633,The King of Kings,1/1/1927,155,False
36056,The Ring,1/10/1927,116,False
44657,Chang: A Drama of the Wilderness,3/9/1927,69,False
27503,The Unknown,4/6/1927,63,False
939,The Jazz Singer,6/10/1927,89,False
19,Metropolis,10/1/1927,153,False
34847,College,10/9/1927,66,False
28966,Wings,12/8/1927,141,False
3565,MOVIE3565,1/7/1928,84,False
42614,Our Dancing Daughters,1/9/1928,84,False
27777,The Racket,1/11/1928,84,False
28189,The Fall of the House of Usher,4/10/1928,63,False
36055,Easy Virtue,5/3/1928,79,False
28978,The Circus,6/1/1928,71,False
42537,The Wedding March,6/10/1928,113,False
42538,Sadie Thompson,7/1/1928,91,False
22595,Speedy,7/4/1928,86,False
28391,Street Angel,9/4/1928,102,False
30631,MOVIE30631,1/1/1929,89,False
42638,Queen Kelly,1/1/1929,101,False
20625,The Cocoanuts,3/8/1929,96,False
626,Un chien andalou,5/6/1929,16,False
26317,Man with a Movie Camera,8/1/1929,68,False
42616,MOVIE42616,9/11/1929,91,False
29043,White Hell of Pitz Palu,10/10/1929,150,False
26162,The Bat Whispers,1/1/1930,83,False
42640,The Big Trail,1/11/1930,125,False
47612,MOVIE47612,3/7/1930,85,False
27504,The Unholy Three,3/7/1930,72,False
347,People on Sunday,4/2/1930,74,False
49308,MOVIE49308,6/7/1930,65,False
46594,Earth,8/4/1930,75,False
42363,Feet First,8/11/1930,91,False
31409,The Smiling Lieutenant,1/8/1931,93,False
45176,Enthusiasm,2/4/1931,67,False
4540,MOVIE4540,2/12/1931,75,False
42815,The Criminal Code,3/1/1931,97,False
32317,Le Million,3/4/1931,83,False
42659,Blonde Crazy,3/12/1931,79,False
42814,The Front Page,4/4/1931,101,False
27899,Little Caesar,9/1/1931,79,False
42861,Cimarron,9/2/1931,123,False
42818,Marius,9/10/1931,130,False
36049,Rich and Strange,10/12/1931,83,False
832,M,11/5/1931,117,False
17966,Smart Money,11/7/1931,81,False
138,Dracula,12/2/1931,72,False
38662,The Hurricane Express,1/8/1932,79,False
4111,MOVIE4111,1/9/1932,91,False
3031,Island of Lost Souls,1/12/1932,70,False
875,Shanghai Express,2/2/1932,80,False
26845,Tarzan the Ape Man,2/4/1932,100,False
43146,Fanny,2/11/1932,140,False
28268,"I Was Born, But...",3/6/1932,100,False
1773,American Madness,4/8/1932,73,False
26860,White Zombie,4/8/1932,67,False
3484,The Mask of Fu Manchu,5/11/1932,68,False
779,Vampyr,6/5/1932,73,False
36519,Payment Deferred,7/11/1932,81,False
877,Scarface,9/4/1932,90,False
34474,Blonde Venus,9/9/1932,93,False
43147,Blessed Event,10/9/1932,80,False
48365,Boudu Saved from Drowning,11/11/1932,85,False
46813,Don Quixote,1/1/1933,73,False
28046,The Ghoul,1/8/1933,77,False
91,Land Without Bread,1/12/1933,29,False
3062,42nd Street,2/2/1933,89,False
43598,Ladies They Talk About,4/2/1933,69,False
34187,The Bitter Tea of General Yen,6/1/1933,88,False
27986,The Story of Temple Drake,6/5/1933,70,False
34456,I'm No Angel,6/10/1933,87,False
244,King Kong,7/4/1933,100,False
44494,Zero for Conduct,7/4/1933,41,False
49961,MOVIE49961,7/11/1933,85,False
34977,MOVIE34977,8/9/1933,88,False
43595,She Done Him Wrong,9/2/1933,66,False
37581,Christopher Strong,9/3/1933,78,False
43597,Lady Killer,9/12/1933,76,False
43596,Liebelei,10/3/1933,88,False
39494,MOVIE39494,10/6/1933,66,False
36499,His Private Secretary,10/6/1933,60,False
23391,Riders of Destiny,10/10/1933,53,False
43599,Employees' Entrance,11/2/1933,75,False
27449,Baby Face,12/7/1933,71,False
48443,MOVIE48443,1/1/1934,8,False
43692,The Clairvoyant,1/1/1934,81,False
38719,The Private Life of Don Juan,1/1/1934,89,False
43687,The Rise of Catherine the Great,1/1/1934,95,False
43150,Little Miss Marker,1/6/1934,80,False
43903,Dames,1/9/1934,91,False
43689,The Merry Widow,2/11/1934,99,False
46159,MOVIE46159,4/5/1934,69,False
28564,Manhattan Melodrama,4/5/1934,93,False
22602,Randy Rides Alone,5/6/1934,53,False
43902,Cleopatra,5/10/1934,100,False
43691,The Count of Monte Cristo,6/9/1934,113,False
24106,The Black Cat,7/5/1934,65,False
41347,MOVIE41347,7/8/1934,102,False
46774,Chapayev,7/11/1934,93,False
43696,MOVIE43696,9/5/1934,93,False
31527,The Scarlet Empress,9/5/1934,104,False
37128,MOVIE37128,9/12/1934,96,False
31835,Twentieth Century,11/5/1934,91,False
23122,MOVIE23122,11/9/1934,51,False
33391,Charlie Chan in London,12/9/1934,79,False
28288,The Gay Divorcee,12/10/1934,107,False
34875,MOVIE34875,1/1/1935,68,False
43895,MOVIE43895,1/1/1935,65,False
260,The 39 Steps,1/6/1935,86,False
43893,Les Miserables,2/4/1935,108,False
42943,The Devil Is a Woman,3/5/1935,76,False
32543,Carnival in Flanders,3/12/1935,110,False
26718,G-Men,4/5/1935,85,False
33390,Charlie Chan in Egypt,4/6/1935,73,False
3080,Top Hat,6/9/1935,101,False
31798,Roberta,8/3/1935,106,False
36006,Ruggles of Red Gap,8/3/1935,90,False
32004,The Wedding Night,8/3/1935,83,False
17907,The Raven,8/7/1935,61,True
37719,A Night at the Opera,8/11/1935,96,False
12311,Mutiny on the Bounty,8/11/1935,132,False
43896,The Informer,9/5/1935,91,False
19075,A Midsummer Night's Dream,9/10/1935,143,False
43898,The Lives of a Bengal Lancer,11/1/1935,109,False
31866,Sylvia Scarlett,11/12/1935,95,False
27998,MOVIE27998,12/7/1935,69,False
28261,Mad Love,12/7/1935,68,False
46240,MOVIE46240,1/1/1936,9,False
43873,Cesar,1/1/1936,141,False
46351,Great Guy,1/12/1936,75,False
23108,The Last of the Mohicans,2/7/1936,91,False
12684,Sabotage,2/12/1936,76,False
43879,Romeo and Juliet,3/9/1936,125,False
23389,Revolt of the Zombies,4/6/1936,65,False
3082,Modern Times,5/2/1936,87,False
43878,A Day in the Country,5/5/1936,40,False
28044,MOVIE28044,5/12/1936,68,False
23114,Little Lord Fauntleroy,6/3/1936,102,False
27974,Bullets or Ballots,6/6/1936,82,False
40743,Winds of the Wasteland,6/7/1936,54,False
38661,Tarzan Escapes,6/11/1936,89,False
41349,MOVIE41349,7/2/1936,89,False
45537,MOVIE45537,7/4/1936,66,False
17030,The Petrified Forest,8/2/1936,82,False
43277,The Great Ziegfeld,8/4/1936,176,False
32484,Dimples,8/10/1936,79,False
31773,Libeled Lady,9/10/1936,98,False
29320,The Devil-Doll,10/7/1936,78,False
3632,Flash Gordon,10/10/1936,245,False
22440,Dracula's Daughter,11/5/1936,71,False
30640,MOVIE30640,11/9/1936,66,False
45802,The Lower Depths,11/12/1936,90,False
24807,Mr. Deeds Goes to Town,12/4/1936,115,False
2761,Secret Agent,12/6/1936,86,False
43874,Camille,12/12/1936,109,False
43860,King Solomon's Mines,1/1/1937,80,False
14675,The Awful Truth,1/1/1937,91,False
3598,Lost Horizon,1/9/1937,97,False
2762,Young and Innocent,1/11/1937,83,False
43278,The Life of Emile Zola,2/10/1937,116,False
43419,MOVIE43419,3/9/1937,92,False
43868,MOVIE43868,3/9/1937,79,False
43867,The Prisoner of Zenda,3/9/1937,101,False
777,Grand Illusion,4/6/1937,114,False
31903,History Is Made at Night,5/3/1937,97,False
43858,Elephant Boy,5/4/1937,80,False
43866,MOVIE43866,5/11/1937,131,False
43865,Stella Dallas,6/8/1937,106,False
36652,The Good Earth,6/8/1937,138,False
31530,Shall We Dance,7/5/1937,109,False
37025,The Prince and the Pauper,8/5/1937,118,False
43864,Stage Door,8/10/1937,92,False
41059,Make Way for Tomorrow,9/5/1937,91,False
25563,Marked Woman,10/4/1937,96,False
44407,The Edge of the World,10/9/1937,81,False
11939,A Day at the Races,11/6/1937,111,False
28712,MOVIE28712,12/11/1937,81,False
46617,MOVIE46617,1/7/1938,70,False
31772,MOVIE31772,1/12/1938,62,False
43845,La Marseillaise,2/2/1938,135,False
29872,Carefree,2/9/1938,83,False
45971,You and Me,3/6/1938,90,False
34006,A Slight Case of Murder,5/3/1938,85,False
46616,MOVIE46616,6/5/1938,91,False
38023,The Young in Heart,6/7/1938,90,False
25016,Pygmalion,6/10/1938,96,False
43844,The Baker's Wife,7/9/1938,133,False
43856,MOVIE43856,9/6/1938,78,False
42390,Boys Town,9/9/1938,96,False
30977,The Adventures of Tom Sawyer,11/2/1938,90,False
43157,MOVIE43157,11/11/1938,70,False
14589,Another Thin Man,1/1/1939,103,False
22490,The Women,1/1/1939,133,False
17481,The Adventures of Sherlock Holmes,1/9/1939,85,False
995,Stagecoach,2/3/1939,96,False
44919,MOVIE44919,2/9/1939,95,False
3575,The Return of Doctor X,2/12/1939,62,False
27144,MOVIE27144,3/11/1939,76,False
47197,MOVIE47197,3/11/1939,76,False
43837,Union Pacific,5/5/1939,135,False
43529,Golden Boy,5/9/1939,99,False
31868,Intermezzo: A Love Story,5/10/1939,70,False
1859,Ninotchka,6/10/1939,110,False
43739,Love Affair,7/4/1939,88,False
40730,On Borrowed Time,7/7/1939,99,False
27053,Le Jour se LÃ¨ve,8/6/1939,93,False
776,The Rules of the Game,8/6/1939,110,False
43838,Young Mr. Lincoln,9/6/1939,100,False
47882,MOVIE47882,9/9/1939,60,False
18569,Made for Each Other,10/2/1939,92,False
18851,MOVIE18851,10/11/1939,72,False
43825,Allegheny Uprising,10/11/1939,81,False
42518,Gulliver's Travels,10/11/1939,76,False
39459,The Oklahoma Kid,11/3/1939,85,False
41234,MOVIE41234,11/5/1939,69,False
31995,Jamaica Inn,11/5/1939,108,False
16902,The Private Lives of Elizabeth and Essex,11/11/1939,106,False
31445,MOVIE31445,1/1/1940,84,False
38458,MOVIE38458,1/3/1940,66,False
26201,The Sea Hawk,1/7/1940,127,False
38456,MOVIE38456,2/5/1940,77,False
42756,Angels Over Broadway,2/10/1940,79,False
46260,Saps at Sea,3/5/1940,57,False
40717,MOVIE40717,3/7/1940,79,False
43808,MOVIE43808,5/7/1940,88,False
43812,Knute Rockne All American,5/10/1940,98,False
981,The Philadelphia Story,5/12/1940,112,False
38457,MOVIE38457,6/9/1940,63,False
22575,Go West,6/12/1940,80,False
26635,Brother Orchid,8/6/1940,88,False
32093,The Mark of Zorro,8/11/1940,94,False
43809,Broadway Melody of 1940,9/2/1940,102,False
29353,My Little Chickadee,9/2/1940,83,False
3593,Dr. Cyclops,9/4/1940,76,False
20643,I Love You Again,9/8/1940,99,False
23627,Second Chorus,9/12/1940,84,False
43811,"Edison, the Man",10/5/1940,107,False
20334,The Shop Around the Corner,11/1/1940,99,False
43810,Down Argentine Way,11/10/1940,89,False
28421,The Invisible Man Returns,12/1/1940,81,False
43806,Abe Lincoln in Illinois,12/2/1940,110,False
13784,Black Friday,12/4/1940,70,False
223,Rebecca,12/4/1940,130,False
22965,Doomed to Die,12/8/1940,68,False
29609,MOVIE29609,1/1/1941,85,False
43792,Lady Be Good,1/9/1941,112,False
17382,They Died with Their Boots On,1/11/1941,140,False
40214,Tarzan's Secret Treasure,1/12/1941,81,False
29286,MOVIE29286,2/5/1941,70,False
16442,Sergeant York,2/7/1941,134,False
37036,All Through the Night,2/12/1941,107,False
29884,Ball of Fire,2/12/1941,111,False
30307,The Devil Commands,3/2/1941,65,False
18702,Pot o' Gold,3/4/1941,86,False
43798,That Hamilton Woman,3/4/1941,128,False
38461,MOVIE38461,5/9/1941,60,False
31324,Rage in Heaven,7/3/1941,85,False
38914,Here Comes Mr. Jordan,7/8/1941,94,False
42298,MOVIE42298,8/8/1941,74,False
14604,Hold That Ghost,8/8/1941,86,False
45978,The 47 Ronin,8/12/1941,241,False
27622,A Woman's Face,9/5/1941,106,False
42066,Ladies in Retirement,9/9/1941,91,False
41495,Johnny Eager,9/12/1941,107,False
31309,Mr. Bug Goes to Town,9/12/1941,78,False
38890,MOVIE38890,10/10/1941,74,False
28789,Never Give a Sucker an Even Break,10/10/1941,71,False
31812,Road to Zanzibar,11/4/1941,91,False
43801,The Devil and Miss Jones,11/4/1941,92,False
32574,Meet John Doe,12/3/1941,122,False
43705,The Great Lie,12/4/1941,108,False
29886,MOVIE29886,12/7/1941,92,False
3022,Dr. Jekyll and Mr. Hyde,12/8/1941,113,False
13666,The Wolf Man,12/12/1941,70,False
47155,MOVIE47155,1/3/1942,83,False
23107,MOVIE23107,1/4/1942,62,False
27372,There Was a Father,1/4/1942,94,False
40045,Tarzan's New York Adventure,1/5/1942,71,False
3576,MOVIE3576,1/8/1942,89,False
43167,MOVIE43167,1/12/1942,92,False
26801,MOVIE26801,2/1/1942,62,False
29328,MOVIE29328,2/2/1942,62,False
23033,Jungle Book,3/4/1942,108,False
27367,Mrs. Miniver,4/6/1942,134,False
13485,Holiday Inn,4/8/1942,100,False
43781,Orchestra Wives,4/9/1942,98,False
29882,The Black Swan,4/12/1942,87,False
198,To Be or Not to Be,5/3/1942,99,False
27655,Tales of Manhattan,5/8/1942,118,False
18790,Across the Pacific,5/9/1942,97,False
25508,Cat People,5/12/1942,73,False
45000,Les Visiteurs du Soir,5/12/1942,120,False
22741,Black Dragons,6/3/1942,64,False
3087,Yankee Doodle Dandy,6/6/1942,126,False
49092,MOVIE49092,6/11/1942,77,False
32255,The Palm Beach Story,7/11/1942,88,False
23924,Went the Day Well?,7/12/1942,88,False
43785,The Spoilers,8/5/1942,87,False
29372,Flying Tigers,8/10/1942,102,False
965,The Magnificent Ambersons,10/7/1942,88,False
31805,Road to Morocco,10/11/1942,82,False
29020,MOVIE29020,11/4/1942,10,False
44787,MOVIE44787,11/5/1942,89,False
40951,MOVIE40951,11/8/1942,61,False
43786,Wake Island,11/8/1942,87,False
33600,Der Fuehrer's Face,1/1/1943,8,False
43510,Guadalcanal Diary,1/1/1943,93,False
27040,Meshes of the Afternoon,1/1/1943,14,False
43518,Thousands Cheer,1/1/1943,125,False
25894,Above Suspicion,1/5/1943,90,False
48993,The Human Comedy,2/3/1943,117,False
33484,MOVIE33484,2/6/1943,82,False
18783,Sahara,2/9/1943,97,False
43506,Bataan,3/6/1943,114,False
34944,Background to Danger,3/7/1943,80,False
48127,The North Star,4/11/1943,108,False
22613,The Outlaw,5/2/1943,116,False
3076,Frankenstein Meets the Wolf Man,5/3/1943,74,False
11627,MÃsnchhausen,5/3/1943,134,False
32023,Son of Dracula,5/10/1943,80,False
41996,The Man in Grey,6/8/1943,116,False
40719,War of the Wildcats,6/12/1943,102,False
45220,This Land Is Mine,7/5/1943,103,False
2202,Lassie Come Home,7/10/1943,88,False
28438,The Leopard Man,8/5/1943,66,False
42886,MOVIE42886,8/10/1943,94,False
25037,The Life and Death of Colonel Blimp,10/6/1943,163,False
32120,No Time For Love,10/11/1943,83,False
21366,Journey Into Fear,11/2/1943,68,False
980,The Ox-Bow Incident,11/3/1943,75,False
18727,Heaven Can Wait,11/8/1943,112,False
32858,The Return of the Vampire,11/11/1943,69,False
41023,MOVIE41023,12/4/1943,64,False
23051,Action in the North Atlantic,12/6/1943,126,False
27854,For Whom the Bell Tolls,12/7/1943,170,False
43500,MOVIE43500,1/1/1944,99,False
44445,MOVIE44445,1/1/1944,15,False
48133,MOVIE48133,1/1/1944,31,False
26530,Christmas Holiday,1/1/1944,93,False
43306,A Guy Named Joe,1/3/1944,120,False
43546,Bathing Beauty,1/7/1944,101,False
35006,The Mask of Dimitrios,1/7/1944,95,False
33421,The Pearl of Death,1/8/1944,69,False
43501,Kismet,1/10/1944,100,False
3103,House of Frankenstein,1/12/1944,71,False
25413,The Suspect,1/12/1944,85,False
43504,The Fighting Sullivans,3/2/1944,112,False
28436,The Curse of the Cat People,3/3/1944,70,False
17136,The Woman in the Window,3/11/1944,99,False
13528,Gaslight,4/5/1944,114,False
29243,The Mummy's Ghost,7/7/1944,61,False
42288,MOVIE42288,8/12/1944,121,False
28425,MOVIE28425,9/6/1944,78,False
28916,The Way Ahead,9/6/1944,115,False
36498,Hail the Conquering Hero,9/8/1944,101,False
29487,MOVIE29487,9/10/1944,60,False
1834,"Murder, My Sweet",9/12/1944,95,False
30506,The Princess and the Pirate,10/11/1944,94,False
13321,Lifeboat,11/1/1944,96,False
1939,Laura,11/10/1944,88,False
22584,To Have and Have Not,11/10/1944,100,False
42186,Bluebeard,11/11/1944,72,False
38683,Cobra Woman,12/5/1944,71,False
42885,MOVIE42885,12/9/1944,56,False
33482,MOVIE33482,1/1/1945,90,False
40235,MOVIE40235,1/1/1945,7,False
46769,MOVIE46769,1/1/1945,18,False
43177,Son of Lassie,1/1/1945,102,False
31998,Without Love,1/1/1945,111,False
34127,Wonder Man,1/1/1945,98,False
16559,The Picture of Dorian Gray,1/3/1945,110,False
30183,MOVIE30183,1/5/1945,69,False
43610,The Valley of Decision,1/6/1945,119,False
30348,Isle of the Dead,1/9/1945,71,False
28115,Dillinger,2/3/1945,70,False
45965,Sanshiro Sugata Part Two,3/5/1945,83,False
42325,MOVIE42325,4/7/1945,65,False
13581,Dead of Night,4/9/1945,103,False
30102,MOVIE30102,5/4/1945,65,False
46068,Bud Abbott and Lou Costello in Hollywood,5/10/1945,83,False
30793,House of Dracula,6/12/1945,67,False
43489,Brewster's Millions,7/4/1945,79,False
26243,Fallen Angel,7/11/1945,98,False
42077,My Name Is Julia Ross,8/11/1945,65,False
43497,Tonight and Every Night,9/1/1945,92,False
42295,The House on 92nd Street,10/9/1945,88,False
38467,MOVIE38467,11/5/1945,65,False
31561,Caesar and Cleopatra,11/12/1945,138,False
44001,MOVIE44001,12/5/1945,80,False
43473,MOVIE43473,1/1/1946,65,False
20408,Terror by Night,1/2/1946,60,False
26657,MOVIE26657,1/11/1946,100,False
25736,The Postman Always Rings Twice,2/5/1946,113,False
43485,Night and Day,2/7/1946,128,False
20298,Black Angel,2/8/1946,81,False
44099,MOVIE44099,2/12/1946,98,False
34650,MOVIE34650,3/4/1946,83,False
3088,My Darling Clementine,3/12/1946,97,False
38807,MOVIE38807,4/1/1946,97,False
28006,MOVIE28006,4/7/1946,112,False
43486,MOVIE43486,6/2/1946,90,False
27452,The Spiral Staircase,6/2/1946,83,False
43470,A Stolen Life,6/7/1946,109,False
26166,MOVIE26166,6/9/1946,96,False
20417,Dressed to Kill,7/6/1946,72,False
29589,Green for Danger,7/12/1946,91,False
21336,The Dark Corner,9/4/1946,99,False
29237,MOVIE29237,10/1/1946,70,False
26286,MOVIE26286,10/4/1946,103,False
26940,A Night in Casablanca,10/5/1946,85,False
24111,Bedlam,10/5/1946,79,False
40824,MOVIE40824,10/10/1946,71,False
31206,The Jolson Story,10/10/1946,128,False
8429,Paisan,10/12/1946,125,False
29829,MOVIE29829,11/4/1946,61,False
43471,Anna and the King of Siam,11/8/1946,128,False
20000,MOVIE20000,12/6/1946,110,False
38470,MOVIE38470,12/10/1946,66,False
13850,Song of the South,12/11/1946,91,False
44296,MOVIE44296,1/1/1947,14,False
16391,Black Narcissus,1/1/1947,100,False
43466,The Farmer's Daughter,1/1/1947,97,False
43459,The Pearl,1/1/1947,85,False
37193,MOVIE37193,1/2/1947,82,False
48994,Smash-Up: Story of a Woman,1/3/1947,103,False
42342,The Egg and I,1/5/1947,108,False
32327,Dreams That Money Can Buy,1/9/1947,99,False
40092,The Secret Life of Walter Mitty,1/9/1947,110,False
26761,Pursued,2/3/1947,101,False
11881,Miracle on 34th Street,2/5/1947,96,False
37041,The Woman on the Beach,2/6/1947,71,False
33813,Born to Kill,3/5/1947,92,False
49842,Quai des OrfÃ¨vres,3/10/1947,106,False
37368,The Fugitive,3/11/1947,104,False
27448,The Two Mrs. Carrolls,4/3/1947,99,False
18649,My Favorite Brunette,4/4/1947,87,False
23001,The Sin of Harold Diddlebock,4/4/1947,89,False
43460,Monsieur Vincent,5/11/1947,111,False
1840,MOVIE1840,6/2/1947,72,False
45960,MOVIE45960,6/2/1947,73,False
19525,MOVIE19525,7/4/1947,104,False
33551,MOVIE33551,7/10/1947,78,False
18871,Ride the Pink Horse,8/10/1947,101,False
35955,Desperate,9/5/1947,73,False
19169,Nightmare Alley,9/10/1947,110,False
17487,Body and Soul,9/11/1947,104,False
19490,The Bishop's Wife,9/12/1947,109,False
26663,The Man I Love,11/1/1947,96,False
30588,Monsieur Verdoux,11/4/1947,124,False
29117,The Unsuspected,11/10/1947,103,False
33667,Gentleman's Agreement,11/11/1947,118,False
43968,MOVIE43968,12/6/1947,104,False
13385,Brighton Rock,12/12/1947,92,False
560,Secret Beyond the Door,1/1/1948,99,False
21058,Spring in a Small Town,1/2/1948,94,False
41599,MOVIE41599,1/3/1948,78,False
45628,MOVIE45628,1/4/1948,94,False
42286,MOVIE42286,1/5/1948,87,False
45166,MOVIE45166,1/5/1948,95,False
43454,MOVIE43454,1/6/1948,93,False
21635,"Sorry, Wrong Number",1/9/1948,89,False
27883,Macbeth,1/10/1948,107,False
28392,Moonrise,1/10/1948,90,False
31664,MOVIE31664,1/12/1948,78,False
29244,3 Godfathers,1/12/1948,106,False
34233,Adventures of Don Juan,1/12/1948,110,False
8016,Germany Year Zero,1/12/1948,70,False
26385,MOVIE26385,2/9/1948,91,False
43445,La Terra Trema,2/9/1948,165,False
49502,MOVIE49502,3/3/1948,112,False
20482,The Naked City,4/3/1948,96,False
32294,Mr. Blandings Builds His Dream House,4/6/1948,94,False
37352,MOVIE37352,5/12/1948,91,False
44190,They Live by Night,6/8/1948,95,False
39943,MOVIE39943,7/2/1948,109,False
43457,MOVIE43457,7/4/1948,104,False
38804,The Emperor Waltz,7/6/1948,106,False
29380,Easter Parade,8/7/1948,107,False
19974,The Big Clock,9/4/1948,95,False
29966,Blood on the Moon,9/11/1948,88,False
41609,The Three Musketeers,10/10/1948,125,False
33115,Unfaithfully Yours,10/12/1948,105,False
35032,The Pirate,11/6/1948,102,False
43398,MOVIE43398,1/1/1949,76,False
46781,MOVIE46781,1/1/1949,6,False
11898,Kind Hearts and Coronets,1/1/1949,106,False
41214,Knock on Any Door,1/1/1949,100,False
29885,The Barkleys of Broadway,1/1/1949,109,False
32850,Act of Violence,1/2/1949,82,False
43436,Little Women,1/4/1949,121,False
43440,The Stratton Story,1/6/1949,106,False
20003,House of Strangers,1/7/1949,101,False
32552,It's a Great Feeling,1/8/1949,85,False
29260,MOVIE29260,1/10/1949,78,False
17218,The Set-Up,2/4/1949,73,False
24650,The Fountainhead,2/7/1949,114,False
15794,White Heat,2/9/1949,114,False
25509,The Bribe,3/2/1949,98,False
35852,MOVIE35852,3/8/1949,96,False
43187,That Forsyte Woman,3/11/1949,113,False
32887,MOVIE32887,4/3/1949,93,False
41002,MOVIE41002,4/5/1949,100,False
20278,Africa Screams,4/5/1949,79,False
4595,Jour de FÃªte,4/5/1949,76,False
43650,MOVIE43650,5/10/1949,34,False
13465,The Adventures of Ichabod and Mr. Toad,5/10/1949,68,False
41551,MOVIE41551,5/11/1949,68,False
27563,Flamingo Road,6/5/1949,94,False
32684,The Window,6/8/1949,73,False
28571,The Heiress,6/10/1949,115,False
31167,Follow Me Quietly,7/7/1949,60,False
4175,Under Capricorn,8/9/1949,108,False
27978,MOVIE27978,8/10/1949,73,False
25430,All the King's Men,8/11/1949,109,False
31516,On the Town,8/12/1949,98,False
33738,Take Me Out to the Ball Game,9/3/1949,93,False
25918,Champion,9/4/1949,99,False
19998,The Big Steal,9/7/1949,71,False
31623,Battleground,9/11/1949,118,False
43437,Neptune's Daughter,10/6/1949,95,False
20025,Thieves' Highway,10/10/1949,94,False
49503,MOVIE49503,10/12/1949,79,False
28484,MOVIE28484,11/6/1949,94,False
44533,Prince of Foxes,11/11/1949,107,False
22112,Criss Cross,12/1/1949,88,False
18703,My Dear Secretary,12/1/1949,94,False
26814,Love Happy,12/10/1949,85,False
43387,MOVIE43387,1/1/1950,91,False
43395,MOVIE43395,1/1/1950,92,False
46531,Borderline,1/3/1950,88,False
36339,MOVIE36339,1/4/1950,80,False
36516,MOVIE36516,1/4/1950,79,False
19119,Night and the City,1/4/1950,101,False
37087,MOVIE37087,1/7/1950,102,False
37292,Broken Arrow,1/8/1950,93,False
