movie_id,title,release_date,runtime,adult_only
71754,Margaret's Museum,9/13/1995,114,FALSE
43612,Le Bonheur est dans le pré,1/31/1995,106,FALSE
51352,Anne Frank Remembered,6/8/1995,117,FALSE
16934,The Young Poisoner's Handbook,1/20/1995,99,FALSE
10324,If Lucy Fell,3/8/1996,92,FALSE
78406,Steal Big Steal Little,9/29/1995,113,FALSE
55731,Race the Sun,3/22/1996,100,FALSE
32119,The Boys of St. Vincent,12/6/1992,90,FALSE
11066,Boomerang,6/30/1992,117,FALSE
11104,重慶森林,7/14/1994,102,FALSE
37975,L'uomo delle stelle,9/21/1995,113,FALSE
2074,Flirting with Disaster,3/22/1996,92,FALSE
27793,The NeverEnding Story III,10/26/1994,95,FALSE
44284,صمت القصور,9/30/1994,116,FALSE
290157,Jupiter's Wife,1/1/1995,87,FALSE
110972,Pie in the Sky,2/9/1996,95,FALSE
32622,Angela,1/1/1995,99,FALSE
73067,Frankie Starlight,11/22/1995,101,FALSE
11863,Jade,10/13/1995,95,FALSE
55475,Nueba Yol,8/16/1995,102,FALSE
124636,Sonic Outlaws,8/1/1995,87,FALSE
9101,Down Periscope,3/1/1996,92,FALSE
123360,From the Journals of Jean Seberg,9/8/1995,97,FALSE
5757,Man of the Year,9/15/1995,86,FALSE
39428,The Neon Bible,8/23/1995,91,FALSE
124639,Target,8/1/1995,122,FALSE
9302,Up Close & Personal,3/1/1996,119,FALSE
11000,The Birdcage,3/8/1996,117,FALSE
249882,Gospa,10/12/1995,125,FALSE
16388,The Brothers McMullen,8/9/1995,98,FALSE
9737,Bad Boys,4/7/1995,118,FALSE
30765,The Amazing Panda Adventure,8/25/1995,81,FALSE
10474,The Basketball Diaries,4/21/1995,102,FALSE
22279,An Awfully Big Adventure,7/21/1995,113,FALSE
30157,Amateur,8/5/1994,105,FALSE
568,Apollo 13,6/30/1995,140,FALSE
11780,Rob Roy,4/13/1995,139,FALSE
34996,The Addiction,1/10/1995,82,FALSE
414,Batman Forever,6/16/1995,121,FALSE
649,Belle de jour,5/24/1967,101,FALSE
1873,Beyond Rangoon,5/24/1995,100,FALSE
5894,Blue in the Face,9/15/1995,83,FALSE
1775,Canadian Bacon,6/8/1995,91,FALSE
8839,Casper,5/26/1995,100,FALSE
20649,Clockers,9/15/1995,128,FALSE
10329,Congo,6/9/1995,109,FALSE
8963,Crimson Tide,5/12/1995,116,FALSE
26564,Crumb,9/10/1994,119,FALSE
8068,Desperado,8/25/1995,104,FALSE
8512,Devil in a Blue Dress,9/15/1995,102,FALSE
1572,Die Hard: With a Vengeance,5/19/1995,128,FALSE
13552,The Doom Generation,10/27/1995,80,FALSE
259209,Feast of July,10/12/1995,116,FALSE
6520,First Knight,7/7/1995,134,FALSE
9073,Free Willy 2 - The Adventure Home,7/19/1995,95,FALSE
10428,Hackers,9/14/1995,107,FALSE
17447,Jeffrey,8/18/1995,92,FALSE
9886,Johnny Mnemonic,5/26/1995,97,FALSE
9482,Judge Dredd,6/30/1995,96,FALSE
19326,Jury Duty,4/12/1995,88,FALSE
9344,Kids,7/28/1995,91,FALSE
9071,Living in Oblivion,1/20/1995,89,FALSE
8973,Lord of Illusions,8/25/1995,119,FALSE
15730,Love & Human Remains,5/20/1993,100,FALSE
47608,Mad Love,5/26/1995,95,FALSE
2293,Mallrats,10/20/1995,94,FALSE
9070,Mighty Morphin Power Rangers: The Movie,6/30/1995,92,FALSE
68274,Moonlight and Valentino,9/29/1995,100,FALSE
48787,Mute Witness,9/28/1995,95,FALSE
34574,Nadja,9/13/1994,93,FALSE
1642,The Net,7/28/1995,114,FALSE
11472,Nine Months,7/12/1995,103,FALSE
36196,Party Girl,6/9/1995,94,FALSE
11980,The Prophecy,9/1/1995,98,FALSE
58372,Reckless,11/17/1995,91,FALSE
32646,Safe,6/23/1995,119,FALSE
10533,The Scarlet Letter,10/13/1995,135,FALSE
56088,The Show,8/25/1995,93,FALSE
10802,Showgirls,9/22/1995,128,FALSE
10149,Smoke,6/9/1995,112,FALSE
18402,Something to Talk About,8/4/1995,106,FALSE
9348,Species,7/7/1995,108,FALSE
139408,The Stars Fell on Henrietta,9/15/1995,109,FALSE
281,Strange Days,10/13/1995,145,FALSE
5967,Les parapluies de Cherbourg,2/19/1964,91,FALSE
79593,The Tie That Binds,9/8/1995,99,FALSE
47939,Three Wishes,10/27/1995,115,FALSE
36834,Total Eclipse,11/2/1995,111,FALSE
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",9/7/1995,105,FALSE
3512,Under Siege 2: Dark Territory,7/13/1995,100,FALSE
52856,Unstrung Heroes,9/15/1995,93,FALSE
77350,Unzipped,8/11/1995,73,FALSE
9560,A Walk in the Clouds,8/11/1995,103,FALSE
9804,Waterworld,7/28/1995,135,FALSE
31611,White Man's Burden,12/1/1995,89,FALSE
65796,Wild Bill,12/1/1995,98,FALSE
49805,The Browning Version,10/12/1994,97,FALSE
26258,Bushwhacked,8/4/1995,90,FALSE
50797,Утомлённые солнцем,5/1/1994,135,FALSE
19155,Before the Rain,6/9/1994,113,FALSE
76,Before Sunrise,1/27/1995,105,FALSE
11017,Billy Madison,2/10/1995,89,FALSE
37141,The Babysitter,10/17/1995,90,FALSE
9382,Boys on the Side,2/3/1995,115,FALSE
6715,The Cure,4/21/1995,97,FALSE
18256,Castle Freak,8/4/1995,95,FALSE
22625,Circle of Friends,3/16/1995,103,FALSE
2292,Clerks,9/13/1994,92,FALSE
1909,Don Juan DeMarco,10/1/1994,97,FALSE
8984,Disclosure,12/9/1994,123,FALSE
61813,Dream Man,1/1/1995,0,FALSE
4954,Drop Zone,12/8/1994,101,FALSE
62488,Destiny Turns on the Radio,4/28/1995,0,FALSE
10531,Death and the Maiden,5/4/1994,103,FALSE
11929,Dolores Claiborne,3/24/1995,132,FALSE
8467,Dumb and Dumber,12/16/1994,107,FALSE
10451,飲食男女,8/3/1994,123,FALSE
20156,Exotica,9/24/1994,103,FALSE
18395,Exit to Eden,10/14/1994,113,FALSE
522,Ed Wood,9/27/1994,127,FALSE
397,French Kiss,5/5/1995,111,FALSE
10525,Forget Paris,5/19/1995,101,FALSE
27985,Far from Home: The Adventures of Yellow Dog,1/13/1995,87,FALSE
15789,A Goofy Movie,4/7/1995,78,FALSE
27303,Hideaway,3/3/1995,103,FALSE
21183,Fluke,6/2/1995,96,FALSE
10954,Farinelli,12/7/1994,111,FALSE
47867,Gordy,5/12/1995,90,FALSE
43475,Gumby: The Movie,12/1/1995,77,FALSE
72031,The Glass Shield,9/16/1994,109,FALSE
14275,Hoop Dreams,9/12/1994,171,FALSE
1024,Heavenly Creatures,9/2/1994,99,FALSE
17207,Houseguest,1/6/1995,113,FALSE
13701,Immortal Beloved,12/16/1994,121,FALSE
14819,Heavyweights,2/17/1995,100,FALSE
32631,The Hunted,2/24/1995,106,FALSE
11777,I.Q.,12/24/1994,100,FALSE
628,Interview with the Vampire,11/11/1994,123,FALSE
87729,Jefferson in Paris,3/31/1995,139,FALSE
18713,The Jerky Boys,2/3/1995,82,FALSE
6280,Junior,11/22/1994,109,FALSE
9061,Just Cause,2/17/1995,102,FALSE
37108,A Kid in King Arthur's Court,8/11/1995,89,FALSE
6071,Kiss of Death,4/21/1995,101,FALSE
11,Star Wars,5/25/1977,121,FALSE
9587,Little Women,12/21/1994,115,FALSE
19101,A Little Princess,5/10/1995,97,FALSE
49980,Ladybird Ladybird,2/18/1994,101,FALSE
17961,L'Enfer,2/16/1994,100,FALSE
18183,Como agua para chocolate,4/16/1992,105,FALSE
4476,Legends of the Fall,12/16/1994,133,FALSE
11008,Major Payne,3/24/1995,95,FALSE
47504,Little Odessa,10/27/1994,98,FALSE
32325,Mi Vida Loca,6/8/1994,92,FALSE
43742,Love Affair,10/21/1994,108,FALSE
28313,Losing Isaiah,3/17/1995,106,FALSE
11318,The Madness of King George,12/28/1994,107,FALSE
3036,Frankenstein,11/4/1994,123,FALSE
40490,Man of the House,3/3/1995,96,FALSE
24070,Mixed Nuts,12/21/1994,97,FALSE
8986,Milk Money,8/31/1994,108,FALSE
10510,Miracle on 34th Street,11/18/1994,114,FALSE
17402,Miami Rhapsody,1/27/1995,95,FALSE
38722,My Family,5/3/1995,128,FALSE
8438,Murder in the First,1/20/1995,122,FALSE
11593,Nobody's Fool,12/23/1994,110,FALSE
1945,Nell,12/23/1994,112,FALSE
39310,New Jersey Drive,4/19/1995,98,FALSE
109560,New York Cop,8/14/1993,93,FALSE
56428,Beyond Bedlam,4/22/1994,89,FALSE
63105,Nemesis 2 - Nebula,9/26/1995,83,FALSE
131957,Nina Takes a Lover,3/3/1995,100,FALSE
241,Natural Born Killers,8/25/1994,119,FALSE
9058,Only You,9/17/1994,115,FALSE
527,Once Were Warriors,9/2/1994,99,FALSE
18220,Poison Ivy II: Lily,1/16/1996,106,FALSE
6950,Outbreak,3/10/1995,127,FALSE
101,Léon,9/14/1994,110,FALSE
63020,The Perez Family,5/12/1995,113,FALSE
2307,A Pyromaniac's Love Story,4/28/1995,94,FALSE
680,Pulp Fiction,9/10/1994,154,FALSE
41478,Panther,11/10/1995,124,FALSE
25296,Pushing Hands,2/1/1992,105,FALSE
40156,Priest,1/1/1994,98,FALSE
11450,Quiz Show,9/16/1994,133,FALSE
30304,Picture Bride,5/5/1995,94,FALSE
10452,La Reine Margot,5/13/1994,162,FALSE
12106,The Quick and the Dead,2/9/1995,107,FALSE
161495,Roommates,3/1/1995,108,FALSE
3586,Prêt-à-Porter,12/23/1994,133,FALSE
110,Trois couleurs : Rouge,5/27/1994,99,FALSE
108,Trois couleurs : Bleu,1/10/1993,98,FALSE
109,Trois couleurs : Blanc,1/26/1994,91,FALSE
159185,Pao Da Shuang Deng,10/14/1994,111,FALSE
36357,Rent-a-Kid,1/1/1995,85,FALSE
92769,Relative Fear,10/3/1995,90,FALSE
28033,Stuart Saves His Family,4/12/1995,95,FALSE
22586,The Swan Princess,11/18/1994,89,FALSE
14334,The Secret of Roan Inish,1/1/1994,97,FALSE
2636,The Specialist,10/7/1994,110,FALSE
2164,Stargate,10/27/1994,121,FALSE
11395,The Santa Clause,11/10/1994,97,FALSE
278,The Shawshank Redemption,9/23/1994,142,FALSE
9905,Shallow Grave,12/22/1994,92,FALSE
87078,Suture,9/14/1993,96,FALSE
12527,Fresa y chocolate,1/1/1993,108,FALSE
20306,Swimming with Sharks,9/10/1994,101,FALSE
36614,The Sum of Us,7/12/1994,100,FALSE
27993,Senior Trip,9/8/1995,91,FALSE
31439,活着,6/30/1994,125,FALSE
9067,Tank Girl,3/31/1995,98,FALSE
9059,Tales from the Crypt: Demon Knight,1/13/1995,92,FALSE
193,Star Trek: Generations,11/17/1994,118,FALSE
25066,Tales from the Hood,5/24/1995,98,FALSE
46797,Tom & Viv,4/15/1994,115,FALSE
12122,Village of the Damned,4/28/1995,99,FALSE
11381,Tommy Boy,3/31/1995,97,FALSE
32636,Vanya on 42nd Street,9/13/1994,119,FALSE
36141,The Underneath,4/28/1995,99,FALSE
95963,The Walking Dead,2/24/1995,88,FALSE
1587,What's Eating Gilbert Grape,12/17/1993,118,FALSE
9271,Virtuosity,8/4/1995,106,FALSE
2064,While You Were Sleeping,4/21/1995,103,FALSE
19855,The War,11/4/1994,126,FALSE
60855,Double Happiness,9/7/1994,87,FALSE
236,Muriel's Wedding,9/29/1994,106,FALSE
48287,The Baby-Sitters Club,8/18/1995,94,FALSE
3049,Ace Ventura: Pet Detective,2/4/1994,86,FALSE
2759,"The Adventures of Priscilla, Queen of the Desert",5/31/1994,104,FALSE
12635,Backbeat,4/1/1994,100,FALSE
10497,Bitter Moon,9/2/1992,139,FALSE
11382,Bullets Over Broadway,10/14/1994,98,FALSE
9331,Clear and Present Danger,8/3/1994,141,FALSE
10731,The Client,7/20/1994,119,FALSE
10464,"Corrina, Corrina",8/12/1994,115,FALSE
34152,Crooklyn,5/13/1994,115,FALSE
9495,The Crow,5/11/1994,102,FALSE
29973,Cobb,12/2/1994,128,FALSE
888,The Flintstones,5/26/1994,91,FALSE
13,Forrest Gump,7/6/1994,142,FALSE
712,Four Weddings and a Funeral,3/9/1994,117,FALSE
16295,Higher Learning,1/11/1995,127,FALSE
48992,I Like It Like That,10/14/1994,104,FALSE
10879,I Love Trouble,6/29/1994,123,FALSE
10660,It Could Happen to You,7/29/1994,101,FALSE
10714,The Jungle Book,12/23/1994,111,FALSE
41647,Die Macht der Bilder: Leni Riefenstahl,9/11/1993,180,FALSE
8587,The Lion King,6/23/1994,89,FALSE
1689,Little Buddha,12/1/1993,140,FALSE
11596,New Nightmare,10/13/1994,112,FALSE
854,The Mask,7/29/1994,101,FALSE
9359,Maverick,5/20/1994,127,FALSE
23333,Mrs. Parker and the Vicious Circle,9/7/1994,125,FALSE
36593,The Naked Gun 33⅓: The Final Insult,3/18/1994,83,FALSE
12280,The Paper,3/18/1994,112,FALSE
2788,Reality Bites,2/18/1994,99,FALSE
10427,Red Rock West,7/8/1993,98,FALSE
11011,Ri¢hie Ri¢h,12/19/1994,95,FALSE
49803,Safe Passage,12/1/1994,98,FALSE
8987,The River Wild,9/30/1994,111,FALSE
1637,Speed,6/9/1994,116,FALSE
15128,Speechless,12/16/1994,99,FALSE
8831,Timecop,9/15/1994,99,FALSE
36955,True Lies,7/14/1994,141,FALSE
10449,When a Man Loves a Woman,4/29/1994,126,FALSE
10395,Wolf,6/17/1994,125,FALSE
12160,Wyatt Earp,6/24/1994,191,FALSE
40480,Bad Company,1/20/1995,108,FALSE
52038,A Man of No Importance,12/22/1994,99,FALSE
29444,S.F.W.,9/15/1994,96,FALSE
26352,A Low Down Dirty Shame,11/23/1994,100,FALSE
39953,"Boys Life: Three Stories of Love, Lust, and Liberation",9/30/1994,91,FALSE
41580,Le colonel Chabert,1/1/1994,110,FALSE
315,"Faster, Pussycat! Kill! Kill!",8/6/1965,83,FALSE
22067,Jason's Lyric,9/28/1994,119,FALSE
18242,The Secret Adventures of Tom Thumb,12/10/1993,61,FALSE
11667,Street Fighter,12/22/1994,102,FALSE
32502,Coldblooded,9/15/1995,92,FALSE
267188,Desert Winds,12/31/1997,97,FALSE
28732,Fall Time,5/13/1995,88,FALSE
75555,The Fear,1/20/1995,98,FALSE
42981,Frank and Ollie,10/20/1995,89,FALSE
278939,Girl in the Cadillac,10/24/1995,89,FALSE
291731,Homage,5/3/1995,97,FALSE
226229,Mirage,11/21/1995,92,FALSE
203119,Open Season,5/3/1996,97,FALSE
172923,Dos Crímenes,5/26/1995,0,FALSE
316098,Brother Minister: The Assassination of Malcolm X,3/1/1995,115,FALSE
8011,Highlander III: The Sorcerer,11/29/1994,99,FALSE
171857,Federal Hill,2/24/1995,97,FALSE
2654,In the Mouth of Madness,12/12/1994,95,FALSE
18069,8 Seconds,2/25/1994,105,FALSE
19092,Above the Rim,3/23/1994,96,FALSE
2758,Addams Family Values,11/19/1993,94,FALSE
38129,Martin Lawrence: You So Crazy,4/27/1994,84,FALSE
10436,The Age of Innocence,9/17/1993,139,FALSE
13595,Airheads,8/5/1994,92,FALSE
46094,The Air Up There,1/7/1994,107,FALSE
9409,Another Stakeout,7/22/1993,105,FALSE
11853,Bad Girls,4/22/1994,99,FALSE
16771,Barcelona,7/29/1994,100,FALSE
46924,Being Human,5/6/1994,122,FALSE
11041,The Beverly Hillbillies,10/15/1993,93,FALSE
306,Beverly Hills Cop III,5/24/1994,104,FALSE
14522,Black Beauty,7/29/1994,88,FALSE
26203,Blink,1/26/1994,106,FALSE
178,Blown Away,7/1/1994,121,FALSE
19819,Blue Chips,2/18/1994,108,FALSE
57834,Blue Sky,9/16/1994,101,FALSE
4722,Body Snatchers,6/9/1993,87,FALSE
18215,Boxing Helena,6/18/1993,107,FALSE
1607,A Bronx Tale,9/14/1993,121,FALSE
26391,Cabin Boy,1/7/1994,80,FALSE
117553,Calendar Girl,9/3/1993,90,FALSE
6075,Carlito's Way,11/10/1993,144,FALSE
11310,City Slickers II: The Legend of Curly's Gold,6/10/1994,116,FALSE
18658,Clean Slate,5/6/1994,107,FALSE
9350,Cliffhanger,5/28/1993,112,FALSE
9612,Coneheads,7/23/1993,88,FALSE
2124,Color of Night,8/19/1994,121,FALSE
26261,Cops & Robbersons,4/15/1994,93,FALSE
19176,The Cowboy Way,6/3/1994,102,FALSE
49299,Dangerous Game,11/19/1993,108,FALSE
11566,Dave,5/7/1993,110,FALSE
9571,Dazed and Confused,9/24/1993,102,FALSE
9739,Demolition Man,10/8/1993,115,FALSE
24257,The Endless Summer 2,6/3/1994,109,FALSE
34444,Even Cowgirls Get the Blues,5/13/1994,96,FALSE
26141,Fatal Instinct,10/29/1993,91,FALSE
10997,霸王别姬,9/16/1993,171,FALSE
50463,The Favor,4/29/1994,97,FALSE
10443,Fearless,10/15/1993,122,FALSE
20239,Fear of a Black Hat,10/28/1994,88,FALSE
16297,With Honors,4/29/1994,103,FALSE
18551,Flesh and Bone,11/5/1993,126,FALSE
25440,Widows' Peak,5/13/1994,101,FALSE
9024,For Love or Money,10/1/1993,94,FALSE
37233,The Firm,6/30/1993,154,FALSE
1634,Free Willy,7/16/1993,112,FALSE
13815,Fresh,8/24/1994,114,FALSE
5503,The Fugitive,8/6/1993,130,FALSE
35588,Geronimo: An American Legend,12/10/1993,115,FALSE
2087,The Getaway,2/11/1994,115,FALSE
41579,Getting Even with Dad,6/17/1994,109,FALSE
18620,Go Fish,6/10/1994,83,FALSE
41006,A Good Man in Africa,7/14/1994,94,FALSE
4916,Guilty as Sin,6/4/1993,107,FALSE
2019,Hard Target,8/20/1993,97,FALSE
31642,Heaven & Earth,12/24/1993,140,FALSE
9255,Hot Shots! Part Deux,5/21/1993,86,FALSE
26271,Live Nude Girls,12/8/1995,95,FALSE
10612,The Englishman Who Went Up a Hill But Came Down a Mountain,5/12/1995,99,FALSE
2259,The House of the Spirits,10/19/1993,140,FALSE
16097,House Party 3,1/1/1994,100,FALSE
11934,The Hudsucker Proxy,3/11/1994,111,FALSE
106143,I'll Do Anything,2/4/1994,115,FALSE
12475,In the Army Now,8/12/1994,91,FALSE
9386,In the Line of Fire,7/8/1993,128,FALSE
7984,In the Name of the Father,12/12/1993,133,FALSE
59930,The Inkwell,4/22/1994,110,FALSE
15765,What's Love Got to Do with It,6/9/1993,118,FALSE
31643,Jimmy Hollywood,3/30/1994,112,FALSE
6,Judgment Night,10/15/1993,110,FALSE
329,Jurassic Park,6/11/1993,127,FALSE
10909,Kalifornia,9/1/1993,117,FALSE
507,Killing Zoe,10/1/1993,96,FALSE
34024,King of the Hill,8/20/1993,103,FALSE
29918,Lassie,7/22/1994,94,FALSE
9593,Last Action Hero,6/18/1993,130,FALSE
42580,Life With Mikey,6/4/1993,91,FALSE
22317,Lightning Jack,3/11/1994,98,FALSE
1413,M. Butterfly,9/9/1993,101,FALSE
12121,Made in America,5/27/1993,111,FALSE
2246,Malice,9/29/1993,107,FALSE
10502,The Man without a Face,8/25/1993,114,FALSE
10440,Manhattan Murder Mystery,8/18/1993,104,FALSE
9516,Menace II Society,5/26/1993,97,FALSE
2320,Executive Decision,3/15/1996,133,FALSE
5879,愛のコリーダ,5/15/1976,105,FALSE
83718,What Happened Was...,9/9/1994,91,FALSE
11971,Much Ado About Nothing,5/7/1993,111,FALSE
2625,Mr. Jones,10/8/1993,114,FALSE
31911,Mr. Wonderful,10/15/1993,98,FALSE
788,Mrs. Doubtfire,11/24/1993,125,FALSE
21450,Naked,9/14/1993,131,FALSE
11231,The Next Karate Kid,7/18/1994,107,FALSE
41588,The New Age,9/16/1994,112,FALSE
10447,No Escape,4/29/1994,118,FALSE
31586,North,7/22/1994,87,FALSE
9300,Orlando,9/1/1992,93,FALSE
9559,A Perfect World,11/24/1993,138,FALSE
9800,Philadelphia,12/22/1993,125,FALSE
713,The Piano,5/19/1993,121,FALSE
8291,Poetic Justice,7/23/1993,109,FALSE
18133,The Program,9/24/1993,112,FALSE
25557,The Puppet Masters,10/21/1994,109,FALSE
22588,Radioland Murders,10/21/1994,108,FALSE
10872,The Ref,3/9/1994,97,FALSE
1245,The Remains of the Day,11/5/1993,134,FALSE
11858,Renaissance Man,6/3/1994,128,FALSE
7007,Rising Sun,7/30/1993,125,FALSE
10467,The Road to Wellville,10/28/1994,118,FALSE
5550,RoboCop 3,4/17/1993,104,FALSE
8005,Robin Hood: Men in Tights,7/28/1993,104,FALSE
2088,Romeo Is Bleeding,9/13/1993,100,FALSE
10412,Romper Stomper,3/5/1992,94,FALSE
47889,Ruby in Paradise,10/8/1993,114,FALSE
14534,Rudy,9/17/1993,114,FALSE
56583,The Saint of Fort Washington,11/3/1993,99,FALSE
41878,Les Nuits Fauves,8/19/1992,126,FALSE
424,Schindler's List,11/29/1993,195,FALSE
35233,The Scout,9/30/1994,101,FALSE
14291,Searching for Bobby Fischer,8/13/1993,110,FALSE
103413,Second Best,9/30/1994,105,FALSE
11236,The Secret Garden,8/13/1993,102,FALSE
11592,Serial Mom,4/13/1994,95,FALSE
8850,The Shadow,7/1/1994,108,FALSE
10445,Shadowlands,12/25/1993,131,FALSE
695,Short Cuts,9/5/1993,187,FALSE
43535,A Simple Twist of Fate,9/2/1994,106,FALSE
12519,Sirens,10/1/1993,98,FALSE
23210,Six Degrees of Separation,12/8/1993,112,FALSE
858,Sleepless in Seattle,6/24/1993,105,FALSE
867,Sliver,5/21/1993,108,FALSE
78,Blade Runner,6/25/1982,117,FALSE
13203,Son in Law,7/2/1993,95,FALSE
10442,So I Married an Axe Murderer,7/30/1993,93,FALSE
11074,Striking Distance,9/17/1993,102,FALSE
33367,Harem,11/20/1985,113,FALSE
9607,Super Mario Bros.,5/28/1993,104,FALSE
17585,Surviving the Game,4/15/1994,96,FALSE
9057,Terminal Velocity,9/23/1994,102,FALSE
20967,Thirty Two Short Films About Glenn Gould,11/26/1993,93,FALSE
10635,Threesome,4/8/1994,93,FALSE
9479,The Nightmare Before Christmas,10/9/1993,76,FALSE
10057,The Three Musketeers,11/11/1993,105,FALSE
11969,Tombstone,12/25/1993,130,FALSE
41590,Trial by Jury,9/9/1994,107,FALSE
319,True Romance,9/9/1993,120,FALSE
